,사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,도로명전체주소
17022,헬스프라자,20020319,,,,20170123.0,폐업,"서울특별시 영등포구 선유동2로 46, 지하36호 (당산동5가, 유원제일2차아파트 상가)"
17023,우정스포츠,20070920,,,,20080417.0,폐업,"서울특별시 서대문구 연희로 82 (연희동, 브라운스톤연희)"
17024,C.A 휘트니스,20080530,,,,20180406.0,폐업,서울특별시 서대문구 명지대길 103 (남가좌동)
17025,(주)멀티짐휘트니스 코리아,20081209,,,,20220323.0,폐업,"서울특별시 서대문구 신촌역로 10 (대현동, 혜우빌딩)"
17026,WH FITNESS,20100601,,,,20101215.0,폐업,"서울특별시 서대문구 연희맛로 27  (연희동,3층)"
17027,탐라랜드,20100712,,,,20200702.0,폐업,"서울특별시 서대문구 수색로 102 (북가좌동, 남수주상복합빌딩)"
17028,스포큐,20130417,,,,20150527.0,폐업,서울특별시 서대문구 이화여대1길 10 (대현동)
17029,매직짐,20131216,,,,20181122.0,폐업,"서울특별시 서대문구 통일로 484, 2층 (홍제동, 유진상가)"
17030,팀윤 이대점,20141029,,,,20200702.0,폐업,"서울특별시 서대문구 이화여대길 78, 2층 (대현동)"
17031,로타리헬스,19901124,,,,20181001.0,폐업,서울특별시 종로구 동호로 406-2 (종로5가)
17032,좋은습관 피티 스튜디오,20170613,,,,20200323.0,폐업,"서울특별시 용산구 원효로 214, 4층 (원효로2가)"
17033,에이본 휘트니스,20180219,,,,20190909.0,폐업,"서울특별시 용산구 한강대로 280-2, 3층 (남영동)"
17034,전광수헬스,20001027,,,,20021119.0,폐업,경상북도 포항시 남구 오천읍 정몽주로 702
17035,BURN FAT,20150408,,,,20201221.0,폐업,"서울특별시 서대문구 통일로 436, 지하층 (홍제동)"
17036,팀윤짐 이대 2호점,20150626,,,,20200702.0,폐업,"서울특별시 서대문구 신촌역로 29, 4-5층 (대현동)"
17037,분더바 짐(Wunderbar GYM),20131011,,,,20220204.0,폐업,"서울특별시 용산구 이촌로 224, 3층 7호 (이촌동, 한강쇼핑센터)"
17038,리복 크로스핏 센티널 원Ⅱ,20131106,,,,20180703.0,폐업,"서울특별시 용산구 한남대로 59, 지하1층 (한남동, 남한빌딩)"
17039,gymin korea,20140929,,,,20150622.0,폐업,"서울특별시 용산구 이태원로 244, 2층 (한남동)"
17040,패스트앤슬로우 컨설팅그룹,20160125,,,,20200408.0,폐업,"서울특별시 용산구 한강대로 313, 지하2층 (갈월동)"
17041,그린야드헬스,20111229,,,,20121025.0,폐업,강원도 양양군 서면 대청봉길 34
17042,온다이어트캠프,20171201,,,,20200205.0,폐업,"강원도 양양군 현북면 동해대로 1689, 7층"
17043,새서울헬스,20000501,,,,20060626.0,폐업,서울특별시 송파구 백제고분로22길 4  (삼전동)
17044,칼라퍼스널 트레이닝,20161013,,,,20161109.0,폐업,"서울특별시 용산구 원효로 259-1, 2층 (원효로1가)"
17045,그린헬스,19961108,,,,20220706.0,폐업,"서울특별시 영등포구 디지털로53길 23 (대림동, 한송빌딩)"
17046,천하헬스,19961108,,,,20060221.0,폐업,서울특별시 영등포구 디지털로 343  (대림동)
17047,파워라인헬쓰클럽,20001025,,,,20220706.0,폐업,"서울특별시 영등포구 국제금융로 78 (여의도동,홍우빌딩508호)"
17048,레인보우헬스다이어트클럽,20000322,,,,20220706.0,폐업,서울특별시 영등포구 영신로44길 9 (영등포동6가)
17049,바디헬스,20000421,,,,20050421.0,폐업,서울특별시 영등포구 당산로38길 10  (당산동4가)
17050,에스피스포츠클럽,20000603,,,,20050303.0,폐업,"서울특별시 영등포구 국제금융로2길 7  (여의도동,두레빌딩 3층)"
17051,월드체력단련장,20000621,,,,20220423.0,폐업,서울특별시 영등포구 영등포로 157 (당산동1가)
17052,라이브스포츠헬스클럽(체력단련장),20000804,,,,20220323.0,폐업,"서울특별시 영등포구 의사당대로1길 25 (여의도동, 하남빌딩)"
17053,일화헬스,20000310,,,,20220531.0,폐업,"서울특별시 영등포구 디지털로53길 22, 4층 (대림동, 일화빌딩)"
17054,한국헬스,20010411,,,,20220423.0,폐업,"서울특별시 영등포구 가마산로 505 (신길동, 대명빌딩)"
17055,유진헬스,20030318,,,,20170425.0,폐업,"서울특별시 서대문구 홍은중앙로 149 (홍은동, 풍림아이원아파트)"
17056,테크노헬스,19971205,,,,20190909.0,폐업,
17057,뉴메로우노헬쓰클럽,19941212,,,,19990803.0,폐업,서울특별시 은평구 통일로 855-9  (갈현동)
17058,신세계 여성전용,19940524,,,,20000616.0,폐업,서울특별시 송파구 오금로11길 11  (방이동)
17059,보문헬스피아,19960322,,,,20100222.0,폐업,서울특별시 성북구 보문로 99  (보문동5가)
17060,경희레포츠센타,19950919,,,,20061226.0,폐업,서울특별시 성동구 아차산로7길 21  (성수동2가)
17061,ACE휘트니스,20121210,,,,20130313.0,폐업,"서울특별시 용산구 한강대로 275-1, 1층 (갈월동)"
17062,라이더훌라스포츠센타,20130404,,,,20170323.0,폐업,서울특별시 용산구 한강대로 278-8 (남영동)
17063,코어짐(core gym)3호점,20130405,,,,20140218.0,폐업,"서울특별시 용산구 독서당로 67, 4층 1호 (한남동)"
17064,프라이멀 짐,20180410,,,,20190712.0,폐업,"서울특별시 서초구 동광로 106, 2층 (방배동)"
17065,봉핏(Bong Fit),20180724,,,,20210224.0,폐업,"서울특별시 양천구 목동서로 377, 이스타빌 B동 202호 (신정동)"
17066,원 헬스,20040412,,,,20091217.0,폐업,경상북도 포항시 북구 아치로 37  (우현동)
17067,데쉬클럽,20140424,,,,20150330.0,폐업,"경상북도 포항시 남구 효성로29번길 17, 301호 (효자동)"
17068,쎈짐&수플레스 트레이닝센타,20140513,,,,20191011.0,폐업,"경상북도 포항시 북구 장량로 158, 4층 (양덕동)"
17069,24FIT허브클럽,20150514,,,,20180117.0,폐업,경상북도 포항시 남구 대이로189번길 21-7 (이동)
17070,오천 문덕 다이어트 운동놀이터 클럽,20150730,,,,20180206.0,폐업,"경상북도 포항시 남구 오천읍 원동로 80, 3층"
17071,21세기헬스크럽,20000222,,,,20100127.0,폐업,
17072,흥해프라자헬스,20000622,,,,20050222.0,폐업,경상북도 포항시 북구 흥해읍 남미질로 13  (194-31)
17073,양헬스스포츠타운,19971002,,,,20120416.0,폐업,서울특별시 영등포구 영등포로35길 15  (영등포동6가)
17074,올림피아헬스,19991029,,,,20090119.0,폐업,경상북도 포항시 남구 대송면 제내길 21
17075,중앙남여,19981214,,,,20220706.0,폐업,"서울특별시 영등포구 도림로 136 (대림동, 귀영빌딩)"
17076,생활체육마당,19980116,,,,20190621.0,폐업,"서울특별시 영등포구 국제금융로7길 15 (여의도동, 여의상가)"
17077,국민헬스클럽,19980427,,,,20071220.0,폐업,서울특별시 영등포구 디지털로 366  (대림동)
17078,파워헬쓰,19981214,,,,20220706.0,폐업,"서울특별시 영등포구 대림로 188 (대림동, 로빌딩)"
17079,대림헬스타운,19991221,,,,20220706.0,폐업,"서울특별시 영등포구 디지털로 396-1 (대림동, 광윤빌딩)"
17080,문래청소년수련관,19990317,,,,20070412.0,폐업,서울특별시 영등포구 문래로 110  (문래동3가)
17081,J. Fitness,19990607,,,,20220531.0,폐업,"서울특별시 영등포구 도림로 159 (대림동, 대창신용협동조합 사옥)"
17082,태양헬스,19991224,,,,20050308.0,폐업,서울특별시 영등포구 신길로 36  (신길동)
17083,다이나믹,19991013,,,,20190319.0,폐업,서울특별시 영등포구 영중로22길 10 (영등포동5가)
17084,휘트니스클럽,19991016,,,,20070918.0,폐업,서울특별시 영등포구 국회대로68길 24  (여의도동)
17085,포항헬스클럽,19991007,,,,20050228.0,폐업,
17086,중앙헬쓰,19990324,,,,20220706.0,폐업,"서울특별시 영등포구 영신로17길 8, 5층 (영등포동, 오학빌딩)"
17087,대성헬스클럽,19990329,,,,20080619.0,폐업,서울특별시 영등포구 도림로 215  (신길동)
17088,필 휘트니스,20110923,,,,20140704.0,폐업,경상북도 포항시 북구 새천년대로1249번길 6-12 (장성동)
17089,다이어트 사관학교,20120430,,,,20180829.0,폐업,경상북도 포항시 북구 대곡로 66 (장성동)
17090,코리아짐,20120709,,,,20160229.0,폐업,경상북도 포항시 북구 삼흥로 87 (장성동)
17091,커브스가수원클럽,20180829,,,,20220103.0,폐업,"대전광역시 서구 원도안로 51, 성광타워 3층 (가수원동)"
17092,그랑프리 엑스짐,20180828,,,,20190724.0,폐업,"충청북도 청주시 흥덕구 대농로 68, 8층 (복대동)"
17093,바디플래너짐,20180731,,,,20181018.0,폐업,"서울특별시 도봉구 마들로 650, 도봉월드상가 지하1층 (방학동)"
17094,오즈피트니스,20180822,,,,20191004.0,폐업,"경기도 성남시 분당구 판교로289번길 20, 판교테크노밸리 스타트업 캠퍼스 3층 (삼평동)"
17095,캐슬스포츠센터,20180828,,,,20210720.0,폐업,"부산광역시 사상구 모덕로 43, 3층 (삼락동)"
17096,3B휘트니스,20180905,,,,20220117.0,폐업,"서울특별시 송파구 삼전로 84, 지하1층 (삼전동)"
17097,더블에잇체육관,20180906,,,,20210311.0,폐업,"서울특별시 강남구 선릉로 753, 정주빌딩 5층 (논현동)"
17098,힐라리스씨엠피,20180727,,,,20210311.0,폐업,"서울특별시 강남구 테헤란로 423, 11층 (삼성동, 현대타워)"
17099,(주)휴먼인밸런스,20180731,,,,20190729.0,폐업,서울특별시 강남구 봉은사로 469 (삼성동)
17100,커브스 전하클럽,20200408,,,,20201119.0,폐업,울산광역시 동구 진성4길 50 (전하동)
17101,엑티브핏,20200608,,,,20210712.0,폐업,"서울특별시 강서구 강서로 348, 상가1동 405호 (내발산동, 우장산힐스테이트)"
17102,뉴 라이프 짐,20220324,,,,20220330.0,폐업,"경기도 고양시 덕양구 도래울로 42, 센트럴타워 306, 307호 (도내동)"
17103,크리스탈 스포츠센터,20200507,,,,20221027.0,폐업,대전광역시 동구 대전로 647 (효동)
17104,짐에브리원,20200511,,,,20210826.0,폐업,"서울특별시 서초구 서초대로 3-4, 4층 413가호 (방배동, 방배디오슈페리움1)"
17105,청춘핏 피트니스,20200602,,,,20211129.0,폐업,"경기도 이천시 증신로 185, 303호 (증포동)"
17106,더예뻐짐,20200417,,,,20210820.0,폐업,"서울특별시 강서구 마곡중앙로 59-21, 에이스타워2 지하1층 B06~B07호 (마곡동)"
17107,Exquisite Strength,20200406,,,,20201007.0,폐업,"대전광역시 서구 월평새뜸로20번길 42, 지하1층 (월평동)"
17108,둔산퍼스널트레이닝센터,20200424,,,,20200821.0,폐업,"대전광역시 서구 둔산로31번길 77, 사리원 5층 504호 (둔산동)"
17109,하트너 짐,20200602,,,,20220124.0,폐업,"서울특별시 송파구 충민로 52, 가든파이브웍스 지하1층 1090호 (문정동)"
17110,페르보퍼스널트레이닝,20200603,,,,20211221.0,폐업,"대구광역시 수성구 수성로69길 65, 상가6동 3층 303호 (수성동1가, 수성롯데캐슬더퍼스트2단지)"
17111,피지오랩,20200504,,,,20201126.0,폐업,"서울특별시 강남구 도산대로 328, 3층 (논현동)"
17112,핏투비,20200429,,,,20200929.0,폐업,"대구광역시 달서구 호산로 125, 3층 305호 (파호동, 성서삼성명가타운)"
17113,필라테스 몸을 그리다 and 어시스트,20211109,,,,20220706.0,폐업,"경기도 안양시 만안구 만안로 17, 204호 (안양동, 명지캐럿162주상복합아파트)"
17114,Trendy gym,20211025,,,,20211115.0,폐업,"부산광역시 해운대구 해운대로161번길 5, 3층 (재송동)"
17115,커피앤짐(coffee&gym),20211021,,,,20211228.0,폐업,"부산광역시 금정구 금강로 427, 2층 (구서동)"
17116,미다스 핏,20211019,,,,20220824.0,폐업,"경기도 부천시 송내대로265번길 67, 월드컵타운 3층 303호 (상동)"
17117,탑헬스,20020502,,,,20110502.0,폐업,"대구광역시 북구 옥산로 1  (노원동1가,2층)"
17118,관음헬스,20020729,,,,20050530.0,폐업,"대구광역시 북구 관음중앙로 46-10 (관음동,(지상4층))"
17119,칠곡보석헬스장,20021102,,,,20190801.0,폐업,대구광역시 북구 학정로 416 (구암동)
17120,대호스포츠빌,20021210,,,,20080220.0,폐업,대구광역시 북구 칠곡중앙대로 59  (매천동)
17121,스파2020,20021214,,,,20140501.0,폐업,대구광역시 북구 노원로 175  (노원동3가)
17122,고려헬스피아,20021224,,,,20111207.0,폐업,대구광역시 북구 팔달로 217 (노원동2가)
17123,야인헬스장,20030221,,,,20040527.0,폐업,대구광역시 북구 동변로 100  (동변동)
17124,헬스매니아,20030228,,,,20070601.0,폐업,대구광역시 북구 동변로18길 17  (동변동)
17125,금강헬스장,20030307,,,,20140918.0,폐업,대구광역시 북구 복현로 100 (복현동)
17126,발리헬스휘트니스,20030407,,,,20051220.0,폐업,대구광역시 북구 구암로 153  (동천동)
17127,헬스클리닉,20030510,,,,20040407.0,폐업,"대구광역시 북구 경대로 109  (복현동,(4층))"
17128,진 헬스클럽,20040410,,,,20130715.0,폐업,"대구광역시 북구 신암로 57  (대현동,(지상4층))"
17129,제이에스엠 휘트니스,20040430,,,,20060316.0,폐업,대구광역시 북구 침산로 148  (침산동)
17130,야인헬스장,20040527,,,,20070226.0,폐업,"대구광역시 북구 호국로 209  (서변동,(지상5층))"
17131,BCH 스포랜드,20120210,,,,20161021.0,폐업,"대구광역시 북구 침산남로 94, 901호 (침산동, 다빈치타워)"
17132,양친회 건강관리센타 헬스,20050217,,,,20090604.0,폐업,대구광역시 북구 공평로 158  (칠성동1가)
17133,화성 휘트니스 클럽,20050307,,,,20150515.0,폐업,"대구광역시 북구 침산로 142  (침산동,(지상7층))"
17134,삼동 헬스,20050620,,,,20071002.0,폐업,"대구광역시 북구 칠곡중앙대로46길 33  (태전동,(지상4층))"
17135,골드짐 피트니스,20060316,,,,20190723.0,폐업,"대구광역시 북구 침산로 148, 4층 (침산동)"
17136,침산코오롱하늘채휘트니스센터,20060913,,,,20140224.0,폐업,대구광역시 북구 중앙대로 591  (침산동)
17137,동천워터피아헬스,20070105,,,,20140310.0,폐업,"대구광역시 북구 동천로 125  (동천동,2층)"
17138,북구문화예술회관스포츠센터,20070620,,,,20131008.0,폐업,"대구광역시 북구 구암로 47, 지하1층 (관음동)"
17139,헬스매니아,20070622,,,,20130703.0,폐업,"대구광역시 북구 동변로18길 17  (동변동,5층)"
17140,프랜즈헬스,20090508,,,,20221013.0,폐업,"대구광역시 북구 대현로 50, 2층 (대현동)"
17141,H휘트니스,20091008,,,,20171201.0,폐업,"대구광역시 북구 동천로 135-5, 7층 (동천동)"
17142,레드 휘트니스,20100929,,,,20200217.0,폐업,"대구광역시 북구 침산로 158, 상가101동 2층 1203호 (침산동, 건영하이츠)"
17143,탑 헬스,20110504,,,,20150316.0,폐업,"대구광역시 북구 옥산로 1  (노원동1가,2층)"
17144,북구문화예술회관스포츠센터,20131011,,,,20150902.0,폐업,"대구광역시 북구 구암로 47, 지하1층 (관음동)"
17145,금강헬스,20141124,,,,20210510.0,폐업,"대구광역시 북구 복현로 100, 지하1층 (복현동)"
17146,크로스핏 헤론,20150909,,,,20161025.0,폐업,"대구광역시 북구 동천로24길 17-17, 2층 (동천동)"
17147,부림주택 금호파크랜드 사우나·헬스,20160627,,,,20211224.0,폐업,"대구광역시 북구 한강로8길 13-17, 3층 (금호동, 리버팰리스)"
17148,창운종합체육관,19920828,,,,20150406.0,폐업,대구광역시 북구 태전로 50  (태전동)
17149,팔공헬스,19991102,,,,20060322.0,폐업,대구광역시 북구 칠곡중앙대로 508  (읍내동)
17150,한마음헬스,19991109,,,,20070917.0,폐업,대구광역시 북구 복현로 6  (복현동)
17151,무룡체육관,20000811,,,,20110125.0,폐업,대구광역시 북구 복현로 100  (복현동)
17152,북대구 헬스사우나,20000502,,,,20200701.0,폐업,대구광역시 북구 대불서길 8 (산격동)
17153,장미헬스,20000111,,,,20150317.0,폐업,대구광역시 북구 고성북로 18  (고성동3가)
17154,효성체육관,19930529,,,,20141031.0,폐업,대구광역시 북구 칠곡중앙대로 533  (읍내동)
17155,종합헬스,19961014,,,,20160225.0,폐업,대구광역시 북구 동북로 26 (산격동)
17156,라이온헬스,19961031,,,,20060322.0,폐업,
17157,극동헬스클럽,19970311,,,,20070319.0,폐업,대구광역시 북구 동북로 212  (복현동)
17158,북대구헬스클럽,19980321,,,,20121224.0,폐업,
17159,강호체육관,19980408,,,,20030520.0,폐업,대구광역시 북구 동북로 268  (복현동)
17160,토탈바디 헬스,20010131,,,,20200130.0,폐업,"대구광역시 북구 대현로 102, 지상2층 (대현동)"
17161,부석헬스센타,20010615,,,,20110407.0,폐업,대구광역시 북구 유통단지로22길 13-8  (산격동)
17162,북구문화예술회관스포츠센타,20011016,,,,20070614.0,폐업,
17163,현대비타민휘트니스,20020930,,,,20150401.0,폐업,"대구광역시 북구 구암로 148, 4,5층 (구암동)"
17164,동천헬스피아,20020417,,,,20060804.0,폐업,대구광역시 북구 동천로 125  (동천동)
17165,복현스포츠센타,20020718,,,,20130311.0,폐업,"대구광역시 북구 동북로 288  (복현동,(지상6층))"
17166,아미가휘트니스클럽,20060802,,,,20111024.0,폐업,대전광역시 유성구 반석로 10  (반석동)
17167,호텔리베라스포츠센타(체력단련장),20060811,,,,20171231.0,폐업,대전광역시 유성구 온천서로 7 (봉명동)
17168,럭키헬스클럽,19951009,,,,20071217.0,폐업,대전광역시 대덕구 중리서로 83  (중리동)
17169,파워헬스클럽,19970123,,,,20060110.0,폐업,대전광역시 대덕구 덕암로 222  (덕암동)
17170,어필헬스클럽,20020313,,,,20111027.0,폐업,대전광역시 대덕구 동춘당로 175  (법동)
17171,뽀빠이헬스,20020329,,,,20161125.0,폐업,대전광역시 대덕구 신탄진로232번길 24  (와동)
17172,훠시즌헬스클럽,20020411,,,,20171228.0,폐업,대전광역시 대덕구 홍도로 91 (오정동)
17173,쎌파스쿼시&헬스,20030509,,,,20080911.0,폐업,대전광역시 대덕구 동춘당로44번길 16  (송촌동)
17174,삼보헬스클럽,20030515,,,,20200121.0,폐업,"대전광역시 대덕구 계족산로81번길 54 (송촌동,삼보빌딩7층)"
17175,드림파워헬스,20031023,,,,20201030.0,폐업,대전광역시 대덕구 계족로 540 (중리동)
17176,삼오헬스플러스,20040312,,,,20120903.0,폐업,대전광역시 대덕구 신탄진로 837  (신탄진동)
17177,K&K 휘트니스,20050307,,,,20181231.0,폐업,대전광역시 대덕구 대청로 7 (신탄진동)
17178,코바헬스클럽,20050315,,,,20150130.0,폐업,대전광역시 대덕구 신탄진로115번길 70  (신대동)
17179,뉴 라이프 헬스,20060428,,,,20080619.0,폐업,"대전광역시 대덕구 동춘당로94번길 11-27  (송촌동,8층)"
17180,커브스신탄진클럽,20111024,,,,20201030.0,폐업,"대전광역시 대덕구 대덕대로 1613, 2층 (석봉동)"
17181,그린헬스클럽,19980317,,,,20110902.0,폐업,"대전광역시 대덕구 대덕대로1458번길 3-16  (목상동,2층)"
17182,반석헬스,19990421,,,,20181221.0,폐업,대전광역시 대덕구 덕암로 186 (평촌동)
17183,체력단련원,20121212,,,,20130328.0,폐업,대전광역시 대덕구 홍도로 124 (중리동)
17184,에너지 Plus,20131205,,,,20150112.0,폐업,"대전광역시 대덕구 송촌북로16번길 58, 4층 (송촌동)"
17185,드림헬스클럽,19990623,,,,20080528.0,폐업,
17186,유락헬스클럽,19991005,,,,20050714.0,폐업,
17187,대전제일신협헬스클럽,19991023,,,,20030618.0,폐업,
17188,대전제일신협헬스클럽,19991023,,,,20030618.0,폐업,
17189,홍도동새마을금고헬스클럽,20000506,,,,20080218.0,폐업,
17190,용운헬스클럽,20010720,,,,20080303.0,폐업,
17191,대호헬스클럽,19891227,,,,20060407.0,폐업,
17192,스타헬스클럽,19970704,,,,20040624.0,폐업,
17193,계룡헬스클럽,19980601,,,,20050610.0,폐업,
17194,두우팔헬스클럽,19990921,,,,20071224.0,폐업,
17195,한밭스포츠헬스클럽,19991216,,,,20100203.0,폐업,
17196,여성헬스 어필,20010604,,,,20111108.0,폐업,"대전광역시 동구 비래서로42번길 7, 2층 (가양동)"
17197,열린헬스클럽,20020413,,,,20091022.0,폐업,
17198,다이아스포렉스헬스장,20020819,,,,20071128.0,폐업,
17199,아남헬스클럽,20030408,,,,20110901.0,폐업,
17200,우송헬스클럽,20030616,,,,20150217.0,폐업,대전광역시 동구 백룡로14번길 59 (자양동)
17201,동부헬스클럽,20050303,,,,20160711.0,폐업,"대전광역시 동구 흥룡로 60, 302호 (가양동)"
17202,BB헬스클럽,20021121,,,,20040621.0,폐업,
17203,B B 헬스클럽,20021121,,,,20040621.0,폐업,
17204,신동아헬스클럽,20030228,,,,20080411.0,폐업,
17205,우송웰니스연구소,20030319,,,,20050305.0,폐업,
17206,성인체력관리센터,19891101,,,,19961204.0,폐업,대전광역시 중구 중앙로 17  (용두동)
17207,코리아 헬스클럽,19891230,,,,20010821.0,폐업,대전광역시 중구 보문로 66  (부사동)
17208,올림픽 헬스클럽,19891230,,,,20020228.0,폐업,대전광역시 중구 동서대로 1238  (태평동)
17209,대전 스포츠클럽,19900106,,,,19961227.0,폐업,대전광역시 중구 동서대로1456번길 21  (선화동)
17210,충무 스포츠 클럽,19900106,,,,20180430.0,폐업,대전광역시 중구 대종로 438 (대흥동)
17211,삼손 체력관,19900314,,,,19940927.0,폐업,
17212,한림헬스클럽,19900507,,,,19920619.0,폐업,대전광역시 중구 동서대로1321번길 7  (용두동)
17213,대전 경희헬스,19920708,,,,19961210.0,폐업,
17214,영 헬스클럽,19930305,,,,19950318.0,폐업,대전광역시 중구 대종로 336  (부사동)
17215,좋은 남여 헬스,19930927,,,,20010418.0,폐업,대전광역시 중구 문화로 175  (문화동)
17216,여성전용 헬스클럽,19930323,,,,20080924.0,폐업,대전광역시 중구 목중로26번길 38  (중촌동)
17217,대전 헬스,19940111,,,,19980824.0,폐업,대전광역시 중구 대흥로 160  (대흥동)
17218,천광 헬스,19940610,,,,20220211.0,폐업,대전광역시 중구 대종로 309  (부사동)
17219,아왕 육체미 체육관,19941207,,,,19960726.0,폐업,대전광역시 중구 대흥로 178  (대흥동)
17220,문화 헬스,19960706,,,,20051130.0,폐업,대전광역시 중구 보문산로 257 (문화동)
17221,제일 육체미 체육관,19960726,,,,20080926.0,폐업,대전광역시 중구 목중로 50 (중촌동)
17222,시민 헬스클럽,19960807,,,,20020923.0,폐업,대전광역시 중구 중앙로 21  (용두동)
17223,삼성 헬스클럽,19960905,,,,20110405.0,폐업,대전광역시 중구 오류로 60  (오류동)
17224,서대전 헬스,19961209,,,,20110504.0,폐업,대전광역시 중구 중앙로 11 (용두동)
17225,성신 남여헬스,19970324,,,,20070611.0,폐업,대전광역시 중구 보문산로177번안길 37  (문화동)
17226,은행 헬스,19901228,,,,19961227.0,폐업,
17227,영체력 관리센터,19911230,,,,19930213.0,폐업,대전광역시 중구 중교로 91-15  (은행동)
17228,현대 헬스,19920430,,,,20020130.0,폐업,대전광역시 중구 목중로26번길 26  (중촌동)
17229,태평헬스클럽,20000517,,,,,폐업,대전광역시 중구 평촌로 111 (태평동)
17230,세븐업 헬스클럽,20000707,,,,20170315.0,폐업,"대전광역시 중구 계백로1584번길 21, 2층 (유천동)"
17231,오성 헬스,20000926,,,,20220704.0,폐업,대전광역시 중구 선화서로 66  (선화동)
17232,매직 휘트니스센터,20010418,,,,20030226.0,폐업,대전광역시 중구 중앙로 141 (선화동)
17233,테크노 짐,20010430,,,,20030127.0,폐업,대전광역시 중구 계백로1565번길 11 (유천동)
17234,(주)제이에치기획,20010605,,,,20201113.0,폐업,"대전광역시 중구 대종로 515 (선화동,소청일번가 지하1층)"
17235,휘트니스 맴버스클럽,20011205,,,,20020610.0,폐업,"대전광역시 중구 보문로 268  (대흥동,LG화제 빌딩 지하1층)"
17236,(주)혜성스포츠,20030129,,,,20120628.0,폐업,대전광역시 중구 계룡로 846  (오류동)
17237,대전사회체육센터,19900611,,,,19901230.0,폐업,대전광역시 중구 대흥로175번길 34  (대흥동)
17238,미성 스포렉스,19900705,,,,19951019.0,폐업,대전광역시 중구 계룡로 832 (오류동)
17239,파라곤 스포렉스,20021122,,,,20110630.0,폐업,대전광역시 중구 계백로1571번길 38-22  (유천동)
17240,스펙트럼 휘트니스,20030221,,,,20050906.0,폐업,대전광역시 중구 중앙로 141 (선화동)
17241,BP 헬스클럽,19971031,,,,20040205.0,폐업,대전광역시 중구 계백로 1717  (오류동)
17242,중촌 헬스클럽,19980216,,,,19990325.0,폐업,대전광역시 중구 동서대로 1419  (중촌동)
17243,쌍인 헬스타운,19990727,,,,20020502.0,폐업,대전광역시 중구 대종로 487  (대흥동)
17244,거인 헬스,19991025,,,,20110524.0,폐업,대전광역시 중구 보문로 39  (문창동)
17245,일진 스포츠 센터,19991126,,,,20110622.0,폐업,대전광역시 중구 태평로 14  (유천동)
17246,BBMC휘트니스클럽,19991223,,,,20160329.0,폐업,대전광역시 중구 계백로 1619  (유천동)
17247,레이지핏,20040302,,,,20201102.0,폐업,"대전광역시 중구 태평로 169-1, 4층 (태평동)"
17248,오투클럽,20040331,,,,20120501.0,폐업,대전광역시 중구 목중로 9 (목동)
17249,한성헬스,20050311,,,,20060913.0,폐업,대전광역시 중구 대종로529번길 43 (선화동)
17250,코리아 짐,20050916,,,,20110221.0,폐업,대전광역시 중구 중앙로 141  (선화동)
17251,베스트헬스클럽,20051007,,,,20160330.0,폐업,"대전광역시 중구 중앙로 21,  201호 (용두동,무궁화백화점)"
17252,세이 스포츠,20060123,,,,20070809.0,폐업,대전광역시 중구 계백로 1712 (문화동)
17253,한성헬스클럽,20030613,,,,20050310.0,폐업,대전광역시 중구 대종로529번길 43 (선화동)
17254,프렌즈 헬스클럽,20030625,,,,20110609.0,폐업,"대전광역시 중구 동서대로 1218  (태평동,태평크리닉 빌딩 6층)"
17255,청도 체육관,20030916,,,,20090611.0,폐업,대전광역시 중구 유등천동로 468-2  (태평동)
17256,라이프 헬스,20031112,,,,20200601.0,폐업,대전광역시 중구 대둔산로408번길 5 (산성동)
17257,유천타운 휘트니스 사우나,20060821,,,,20180604.0,폐업,대전광역시 중구 계백로1522번길 10  (유천동)
17258,센트럴휘트니스,20080107,,,,20120309.0,폐업,"대전광역시 중구 서문로 96, 209동 지하1호 (문화동,센트럴파크다목적실)"
17259,연예인스포츠센타,20080522,,,,20100121.0,폐업,"대전광역시 중구 대흥로 88  (대흥동,대경빌딩 2층)"
17260,연예인스포츠센타,20100126,,,,20110121.0,폐업,"대전광역시 중구 대흥로 88  (대흥동,대경빌딩 2층)"
17261,코리아휘트니스,20111201,,,,20141104.0,폐업,대전광역시 중구 계룡로 910 (문화동)
17262,조이헬스,20061116,,,,20140407.0,폐업,대전광역시 중구 대종로 210  (석교동)
17263,벽산휘트니스,20060609,,,,20140812.0,폐업,"대전광역시 중구 계백로 1625, 지하1층 (유천동, 벽산빌딩)"
17264,삼성럭셔리휘트니스,20070302,,,,20100409.0,폐업,"대전광역시 중구 오류로 20,  404,405호 (오류동,쉐리움아파트)"
17265,케틀벨아시아피트니스,20160129,,,,20200129.0,폐업,대전광역시 중구 목동로22번길 5 (목동)
17266,오투휘트니스클럽,20130227,,,,20150402.0,폐업,"대전광역시 중구 목중로 9, 4층 (목동)"
17267,스포펠리스,20130828,,,,20190425.0,폐업,대전광역시 중구 대흥로175번길 25 (대흥동)
17268,드레곤헬스,20001025,,,,20040504.0,폐업,부산광역시 금정구 금강로 209  (장전동)
17269,우주헬스,20001106,,,,20060414.0,폐업,부산광역시 금정구 오륜대로 21  (부곡동)
17270,커브스구서클럽,20100430,,,,20180420.0,폐업,"부산광역시 금정구 중앙대로1841번길 19 (구서동, 용화빌딩)"
17271,드림헬스클럽,20010309,,,,20100702.0,폐업,
